MeetID;LifterID;Name;Sex;Event;Equipment;Age;Division;BodyweightKg;WeightClassKg;Squat1Kg;Squat2Kg;Squat3Kg;Squat4Kg;Best3SquatKg;Bench1Kg;Bench2Kg;Bench3Kg;Bench4Kg;Best3BenchKg;Deadlift1Kg;Deadlift2Kg;Deadlift3Kg;Deadlift4Kg;Best3DeadliftKg;TotalKg;Place;Wilks;McCulloch
6737;78878;Wahhaaj Bhaijee;M;SBD;Raw;19;Juniors;72.74;74;-140;-160;-160;;;95;102.5;-107.5;;102.5;180;200;-210;;200;;DQ;;
6776;78878;Wahhaaj Bhaijee;M;SBD;Raw;19.5;Juniors;69.8;74;167.5;177.5;-185;;177.5;115;-122.5;;;115;205;-215;-217.5;;205;497.5;2;373.64;373.64
6818;78878;Wahhaaj Bhaijee;M;SBD;Raw;;Juniors;66;66;;;;;180;;;;;110;;;;;210;500;1;392.60;392.60
6826;78878;Wahhaaj Bhaijee;M;SBD;Raw;;Juniors;66;66;;;;;180;;;;;115;;;;;210;505;1;396.52;396.52
6834;78878;Wahhaaj Bhaijee;M;;Raw;;Juniors;66;66;157.5;170;180;;180;100;110;115;;115;192.5;210;-220;;210;505;1;396.52;396.52
6893;78878;Wahhaaj Bhaijee;M;SBD;Raw;22.5;Juniors;65.6;66;152.5;165;170;;170;95;105;110;;110;200;215;-230.5;;215;495;2;390.63;390.63
10825;144585;Wahib Yared;M;SBD;Raw;17.5;R-V;70.00;74;130;140;150;;150.0;80;85;92.5;;92.5;145;155;-187.5;;155.0;397.5;4;297.88;297.88
10827;144585;Wahib Yared;M;SBD;Raw;17.5;R-V;71.50;74;125;135;142.5;;142.5;77.5;85;-92.5;;85.0;145;150;157.5;;157.5;385;2;283.94;283.94
224;11180;Wai Hok;M;SBD;Single-ply;;Open;110;110;;;;;197.5;;;;;165;;;;;182.5;545;5;320.73;320.73
10551;136989;Wai Kee Leung;F;SBD;Raw;25.5;R-O;53.5;57;82.5;87.5;92.5;;92.5;55;60;-62.5;;60;85;90;95;;95;247.5;1;301.81;301.81
10559;136989;Wai Kee Leung;F;SBD;Raw;26.5;R-O;54.5;57;90;-95;-95;;90;60;-62.5;62.5;;62.5;92.5;97.5;102.5;;102.5;255;1;306.48;306.48
12657;186686;Wai Meng Chan;M;SBD;Wraps;;Open;108.2;110;230;242.5;252.5;;252.5;150;-160;160;;160;235;245;255;;255;667.5;2;394.86;394.86
208;9379;Wai Shun Woo;M;SBD;Single-ply;34.5;Open;83.05;90;155;165;175;;175;115;120;125;;125;185;195;202.5;;202.5;502.5;3;335.30;335.30
209;9379;Wai Shun Woo;M;SBD;Single-ply;35.5;Open;80.56;82.5;180;190;202.5;;202.5;120;130;-135;;130;190;205;212.5;;212.5;545;5;370.45;370.45
215;9379;Wai Shun Woo;M;SBD;Single-ply;40.5;Masters 1;90.89;93;240;-245;245;;245;160;177.5;-187.5;;177.5;200;222.5;-235;;222.5;645;2;409.73;409.73
216;10275;Wai-Ching So;F;SBD;Single-ply;32.5;Open;62.12;63;102.5;110;-120;;110;62.5;67.5;70;;70;105;115;120;;120;300;4;325.65;325.65
7369;84442;Wai-Keong Ho;M;SBD;Raw;23.5;;56.7;59;130;137.5;-142.5;;137.5;-82.5;85;-90;;85;170;180;-185;;180;402.5;1;362.02;362.02
